"入庫番号","ステータス","状態","引取完了日","依頼元","車名","認定型式","車台番号","年式","車色","見積金額","登録番号１","登録番号２","登録番号３","登録番号４","NO","車証","印証","委任","譲渡","自賠","返却部品","営業担当者","入庫場所","引取車輌番号","自社管理番号"
"2200063","通常","入庫済","2022/02/10","個人","MRﾜｺﾞﾝ","DBA-MF22S","MF22S-218380","200811","ｼﾙﾊﾞｰ系","15000","熊本","581","て","6333","有","有","無","無","無","無","","","","091800H22000063","340210"
"2200033","通常","入庫済","2022/01/21","日産人吉　営業","ｷｭｰﾌﾞ","UA-BZ11","BZ11-015247","200212","ｼﾙﾊﾞｰ系","40000","熊本","500","ふ","1078","有","有","","","","無","","","","091800H22000033","340131"
"2200064","通常","入庫済","2022/02/10","日産人吉　営業","ﾘｰﾌ","ZAA-ZE0","ZE0-006870","201110","ｼﾙﾊﾞｰ系","50000","熊本","300","ら","5894","有","有","","","","有","","","","091800H22000064","340211"
"2200065","通常","入庫済","2022/02/12","（株）ＪＵＳＴ","ｱｲ","CBA-HA1W","HA1W-0034360","200610","ｸﾞﾚｰ系","30000","熊本","582","か","9846","無","抹消原本","無","無","無","無","","","","091800H22000065","340212"
"2200066","通常","入庫済","2022/02/12","個人","ﾓｺ","DBA-MG22S","MG22S-282503","200902","ﾌﾞﾗｳﾝ系","15000","熊本","580","に","771","有","有","無","無","無","無","","","","091800H22000066","340214"
"2200084","通常","入庫済","2022/02/21","株式会社イチネン 業務本部業務部 契約管理二課","AD","DBF-VY12","VY12-140901","201302","ﾎﾜｲﾄ系","35000","熊本","400","て","4682","有","有","無","無","無","有","","","","091800H22000084","340231"
"2200078","通常","入庫済","2022/02/18","ゼロワン　個人","ｱﾙﾄ","DBA-HA24S","HA24S-508764","200505","ﾎﾜｲﾄﾊﾟｰﾙ系","30000","熊本","582","え","7484","有","有","無","無","無","無","","","","091800H22000078","340224"
"2200434","通常","入庫済","2022/09/21","吉見自動車","ﾊｲｾﾞｯﾄ","TE-S200V","S200V-0113536","200303","ﾎﾜｲﾄ系","30000","熊本","41","む","8587","有","有","無","無","無","無","","","","091800H22000434","340929"
"2200384","通常","入庫済","2022/08/20","全損残価評価システム","ﾊﾟｼﾞｪﾛ･ﾐﾆ","ABA-H53A","H53A-0801628","200907","ﾌﾞﾗｯｸ系","27500","熊本","583","ら","8585","有","有","無","無","無","有","","","","091800H22000384","340819"
"2200387","通常","入庫済","2022/08/23","*みなとﾌﾞﾘﾁﾞｽﾄﾝ","ﾜｺﾞﾝR","DBA-MH21S","MH21S-714606","200610","ﾊﾟｰﾌﾟﾙ系","35000","熊本","581","め","1137","無","抹消原本","無","無","無","無","","","","091800H22000387","340822"
"2200437","通常","入庫済","2022/09/24","日産人吉　営業","ﾌｰｶﾞ","CBA-PY50","PY50-212738","200503","ﾌﾞﾗｯｸ系","80000","熊本","300","ゆ","2809","有","有","有","有","有","有","","","","091800H22000437","340931"
"2200438","通常","入庫済","2022/09/26","全損残価評価システム","ﾉｰﾄ","DAA-HE12","HE12-042142","201702","ﾎﾜｲﾄﾊﾟｰﾙ系","66000","熊本","502","つ","795","有","有","無","無","無","有","","","","091800H22000438","340932"
"2200430","通常","入庫済","2022/09/17","個人","ﾓﾋﾞﾘｵ･ｽﾊﾟｲｸ","DBA-GK2","GK2-1208899","200804","ﾌﾞﾗｯｸ系","32000","熊本","502","と","5895","有","有","有","有","有","無","","","","091800H22000430","340923"
"2200411","通常","入庫済","2022/09/08","全損残価評価システム","ﾌｨｯﾄ","DBA-GE6","GE6-1361768","201004","ﾌﾞﾗｯｸ系","38500","熊本","501","ひ","44","有","有","有","有","有","有","","","","091800H22000411","340904"
"2200396","通常","入庫済","2022/08/27","全損残価評価システム","ｽﾃﾗ","DBA-RN1","RN1-102120","200812","ｺﾞｰﾙﾄﾞ系","27500","熊本","580","な","4294","有","コピー","無","無","無","無","","","","091800H22000396","340832"
"2200407","通常","入庫済","2022/09/05","日産人吉　営業","ﾘｰﾌ","ZAA-ZE0","ZE0-009767","201111","ｼﾙﾊﾞｰ系","50000","熊本","300","ら","7223","有","有","","","","無","","","","091800H22000407","340902"
"2200432","通常","入庫済","2022/09/20","全損残価評価システム","ｶﾛｰﾗ･ﾙﾐｵﾝ","DBA-NZE151N","NZE151-1033377","200806","ﾌﾞﾗｯｸ系","38500","熊本","300","み","8834","有","有","無","無","無","有","","","","091800H22000432","340926"
"2200426","通常","入庫済","2022/09/15","（有）平山モータース","ﾑｰﾌﾞ･ｶｽﾀﾑ","CBA-L150S","L150S-0267637","200601","ﾎﾜｲﾄﾊﾟｰﾙ系","30000","熊本","580","か","6906","有","有","無","無","無","無","","","","091800H22000426","340919"
"2200455","通常","入庫済","2022/10/03","全損残価評価システム","ｽﾍﾟｰｼｱ","DBA-MK32S","MK32S-123190","201305","ﾌﾞﾙｰ系","44000","熊本","581","う","9338","有","有","無","無","無","有","","","","091800H22000455","341003"
"2200456","通常","入庫済","2022/10/03","個人","ﾗｲﾌ","LA-JB1","JB1-6024984","200110","ｼﾙﾊﾞｰ系","22000","熊本","50","る","2301","有","有","無","有","無","無","","","","091800H22000456","341002"
"2200435","通常","入庫済","2022/09/22","株式会社イチネン 業務本部業務部 契約管理二課","ﾌﾟﾚｵ","TA-RA1","RA1-271042","200202","ｼﾙﾊﾞｰ系","27500","熊本","581","ぬ","8861","有","有","無","無","無","有","","","","091800H22000435","340930"
"2200419","通常","入庫済","2022/09/10","（株）カーライフ","ﾜｺﾞﾝR","CBA-MH21S","MH21S-206375","200406","ﾎﾜｲﾄﾊﾟｰﾙ系","27500","熊本","581","き","5278","有","有","無","無","無","有","","","","091800H22000419","340909"
"2200421","通常","入庫済","2022/09/12","（有）嶋田車体","ｾﾚﾅ","DBA-FC26","FC26-001162","201011","ﾊﾟｰﾌﾟﾙ系","50000","熊本","300","る","112","無","コピー","無","無","無","無","","","","091800H22000421","340914"
"2200415","通常","入庫済","2022/09/10","（株）カーライフ","ﾑｰﾌﾞ","UA-L150S","L150S-1042393","200309","ｺﾞｰﾙﾄﾞ系","27500","熊本","53","け","1985","有","有","無","無","無","無","","","","091800H22000415","340905"
"2200467","通常","入庫済","2022/10/12","マツダ八代インター　営業","ﾃﾞﾐｵ","DBA-DY3W","DY3W-424415","200509","ｼﾙﾊﾞｰ系","40000","熊本","530","そ","8151","有","有","有","有","有","無","","","","091800H22000467","341015"
"2200469","通常","入庫済","2022/10/13","個人","ﾀﾝﾄ","DBA-L375S","L375S-0395322","201102","ｸﾞﾚｰ系","27000","熊本","581","に","6267","有","有","無","無","無","無","","","","091800H22000469","341016"
"2200441","通常","入庫済","2022/09/27","宮地部品　個人","ｳﾞｨｯﾂ","DBA-KSP90","KSP90-5060896","200603","ｲｴﾛｰ系","50000","熊本","502","な","6765","有","有","有","有","有","有","","","","091800H22000441","340935"
"2200442","通常","入庫済","2022/09/27","個人","ｴﾌﾞﾘｨ","EBD-DA64V","DA64V-422854","201007","ｼﾙﾊﾞｰ系","25000","熊本","480","ね","9671","有","有","無","無","無","無","","","","091800H22000442","340936"
"2200385","通常","入庫済","2022/08/19","くまもと共済　熊本サービスセンター","ﾌﾟﾘｳｽ","DAA-NHW20","NHW20-0046202","200402","ｼﾙﾊﾞｰ系","40000","熊本","331","つ","1013","有","有","有","有","有","有","","","","091800H22000385","340818"
"2200463","通常","入庫済","2022/10/11","日産人吉　営業","ﾊﾟｯｿ","DBA-QNC10","QNC10-0098633","200807","ﾌﾞﾗｳﾝ系","40000","熊本","501","に","4994","有","有","有","有","有","無","","","","091800H22000463","341011"
"2200406","通常","入庫済","2022/09/03","フェニックスガレージ","N-BOX","DBA-JF1","JF1-1156949","201212","ﾎﾜｲﾄﾊﾟｰﾙ系","60000","熊本","584","ね","126","有","有","無","無","無","無","","","","091800H22000406","340901"
"2200389","通常","入庫済","2022/08/25","全損残価評価システム","ﾀﾝﾄ","DBA-L375S","L375S-0193428","200904","ﾌﾞﾙｰ系","27500","熊本","581","む","689","有","有","無","無","無","有","","","","091800H22000389","340825"
"2200457","通常","入庫済","2022/10/03","人吉ロードサービス","ﾓｺ","UA-MG21S","MG21S-346163","200310","ｼﾙﾊﾞｰ系","30000","熊本","581","そ","5584","有","有","無","無","無","無","","","","091800H22000457","341004"
"2200403","通常","入庫済","2022/08/30","車買取専門店　チェレステ　人吉店","ﾑｰﾌﾞ･ｶｽﾀﾑ","DBA-L175S","L175S-0213702","200903","ｺﾞｰﾙﾄﾞ系","35000","熊本","580","に","2724","無","抹消原本","無","無","無","無","","","","091800H22000403","340840"
"2200470","通常","入庫済","2022/10/17","ｽｽﾞｷアリーナ八代","MRﾜｺﾞﾝ","DBA-MF22S","MF22S-154163","200701","ﾎﾜｲﾄﾊﾟｰﾙ系","38500","熊本","580","さ","3163","無","抹消原本","無","無","無","無","","","","091800H22000470","341017"
"2200428","通常","入庫済","2022/09/17","日産人吉　営業","bB","DBA-QNC20","QNC20-0018124","200702","ﾌﾞﾗｯｸ系","50000","熊本","502","ち","3616","有","有","","","","有","","","","091800H22000428","340921"
"2200429","通常","入庫済","2022/09/17","日産人吉　営業","ﾊﾟｯｿ","DBA-KGC10","KGC10-0102162","200603","ﾚｯﾄﾞ系","40000","熊本","501","ほ","6700","有","有","有","有","有","無","","","","091800H22000429","340922"
"2200408","通常","入庫済","2022/08/22","宮地部品　個人","ﾀﾝﾄ･ｴｸﾞｾﾞ","DBA-L455S","L455S-0048381","201101","ｼﾙﾊﾞｰ系","35000","熊本","581","と","2093","有","有","無","無","無","有","","","","091800H22000408","340821"
"2200449","通常","入庫済","2022/09/29","つばめタクシー　株式会社","ﾗｳﾑ","CBA-NCZ20","NCZ20-0082979","200509","ｺﾞｰﾙﾄﾞ系","50000","熊本","501","み","2988","無","抹消コピー","無","無","無","無","","","","091800H22000449","340943"
"2200459","通常","入庫済","2022/10/04","（株）カーライフ","ｾﾚﾅ","DAA-HFC26","HFC26-174456","201310","ﾎﾜｲﾄﾊﾟｰﾙ系","55000","熊本","301","に","9930","有","有","","","","無","","","","091800H22000459","341006"
"2200425","通常","入庫済","2022/09/15","（有）平山モータース","ｳﾞｨｯﾂ","TA-NCP10","NCP10-0150382","200202","ﾎﾜｲﾄ系","50000","熊本","500","ね","3279","有","有","有","有","有","無","","","","091800H22000425","340918"
"2200410","通常","入庫済","2022/09/07","*みなとﾌﾞﾘﾁﾞｽﾄﾝ","ｻﾝﾊﾞｰ","LE-TT1","TT1-048141","200206","ｼﾙﾊﾞｰ系","20000","熊本","41","も","6124","無","抹消コピー","無","無","無","無","","","","091800H22000410","340903"
"2200445","通常","入庫済","2022/09/28","（株）カーライフ","ﾑｰﾌﾞ･ｶｽﾀﾑ","DBA-L175S","L175S-1002822","200702","ｼﾙﾊﾞｰ系","0","熊本","582","く","4570","有","有","無","無","無","無","","","","091800H22000445","340938"
"2200452","通常","入庫済","2022/09/30","カーライフ　個人","ﾗｲﾌ","DBA-JC1","JC1-1052840","200909","ﾌﾞﾗｯｸ系","27500","熊本","580","ね","5621","有","有","無","無","無","無","","","","091800H22000452","340946"
"2200471","通常","入庫済","2022/10/17","(名)宮村商店","ﾜｺﾞﾝR","DBA-MH21S","MH21S-972688","200702","ﾊﾟｰﾌﾟﾙ系","30000","熊本","582","け","7469","有","有","無","無","無","有","","","","091800H22000471","341018"
"2200447","通常","入庫済","2022/09/28","全損残価評価システム","ﾉｰﾄ","DAA-HE12","HE12-064064","201704","ｵﾚﾝｼﾞ系","55000","熊本","502","な","8833","有","有","有","有","有","有","","","","091800H22000447","340942"
"2200391","通常","入庫済","2022/08/26","（株）ゼロワン　ムギシマSS","ﾈｲｷｯﾄﾞ","UA-L750S","L750S-0051357","200112","ｸﾞﾘｰﾝ系","25000","熊本","580","よ","3273","有","有","無","無","無","有","","","","091800H22000391","340827"
"2200394","破砕ストップ","入庫済","2022/08/27","個人","ｸﾚｽﾀ","E-GX81","GX81-6333064","199106","ﾎﾜｲﾄ系","35000","熊本","59","ゆ","6030","有","有","有","有","有","有","","","","091800H22000394","340830"
"2200395","破砕ストップ","入庫済","2022/08/27","十條石油（株）","ｶﾛｰﾗ","TA-NZE121","NZE121-3033117","200102","ｺﾞｰﾙﾄﾞ系","100000","熊本","530","た","1626","有","有","有","有","有","有","","","","091800H22000395","340831"
"2200466","通常","入庫済","2022/10/12","ガレージセブン","R2","CBA-RC1","RC1-072501","200509","ﾌﾞﾙｰ系","30000","熊本","580","え","2781","有","有","無","無","無","無","","","","091800H22000466","341014"
"2200401","通常","入庫済","2022/08/29","全損残価評価システム","ﾊﾞﾓｽ","ABA-HM1","HM1-1905868","201502","ﾌﾞﾗｯｸ系","27500","熊本","582","こ","1067","有","有","無","無","無","有","","","","091800H22000401","340838"
"2200398","通常","入庫済","2022/08/27","隅川車体","ﾌﾞｰﾝ･ﾙﾐﾅｽ","CBA-M502G","M502G-0000583","200903","ｼﾙﾊﾞｰ系","50000","熊本","501","ね","1511","無","抹消原本","無","無","無","無","","","","091800H22000398","340835"
"2200460","通常","入庫済","2022/10/05","中山車両　個人","ﾗｲﾌ","GF-JB1","JB1-3083398","200005","ｼﾙﾊﾞｰ系","25000","熊本","580","な","9851","無","抹消原本","無","無","無","有","","","","091800H22000460","341007"
"2200446","通常","入庫済","2022/09/28","個人","bB","CBA-NCP30","NCP30-4019550","200601","ｸﾞﾚｰ系","32000","熊本","532","む","1015","有","有","有","有","有","無","","","","091800H22000446","340940"
"2200440","通常","入庫済","2022/09/27","全損残価評価システム","ﾀﾝﾄ","DBA-L375S","L375S-0503396","201202","ｺﾞｰﾙﾄﾞ系","11000","熊本","580","も","5303","有","有","無","無","無","有","","","","091800H22000440","340934"
"2200458","通常","入庫済","2022/10/04","（株）カーライフ","ﾉｰﾄ","DBA-E11","E11-620840","201204","ﾌﾞﾗｯｸ系","55000","熊本","501","み","9623","有","有","","","","無","","","","091800H22000458","341005"
"2200427","通常","入庫済","2022/09/16","全損残価評価システム","N-WGN","DBA-JH1","JH1-1414310","201808","ｸﾞﾘｰﾝ系","55000","熊本","581","み","1261","有","有","無","無","無","有","","","","091800H22000427","340920"
"2200431","通常","入庫済","2022/09/17","個人","ﾊﾟﾚｯﾄ","DBA-MK21S","MK21S-343790","200910","ﾌﾞﾗｯｸ系","27000","熊本","580","ね","8386","有","有","無","無","無","有","","","","091800H22000431","340924"
"2200405","通常","入庫済","2022/08/31","全損残価評価システム","ｳﾞｨｯﾂ","DBA-SCP90","SCP90-5137592","200911","ﾎﾜｲﾄ系","35000","熊本","501","の","9338","有","無","無","無","無","無","","","","091800H22000405","340842"
"2200382","通常","入庫済","2022/08/19","ｽｽﾞｷアリーナ八代","ﾜｺﾞﾝR","DBA-MH22S","MH22S-430469","200808","ﾌﾞﾗｯｸ系","30000","熊本","580","と","352","無","抹消原本","無","無","無","無","","","","091800H22000382","340816"
"2200423","通常","入庫済","2022/09/14","くまもと共済　熊本サービスセンター","ﾑｰﾌﾞ","UA-L900S","L900S-1111341","200210","ｼﾙﾊﾞｰ系","30000","熊本","582","い","4478","有","有","無","無","無","無","","","","091800H22000423","340916"
"2200393","通常","入庫済","2022/08/26","ハロービックハロー八代","ﾀﾝﾄ","CBA-L350S","L350S-0216649","200607","ﾊﾟｰﾌﾟﾙ系","30000","熊本","585","を","126","有","有","無","無","無","無","","","","091800H22000393","340829"
"2200454","通常","入庫済","2022/10/01","個人","ﾗｳﾑ","UA-NCZ20","NCZ20-0004380","200307","ｺﾞｰﾙﾄﾞ系","50000","熊本","500","ま","8058","有","有","有","有","有","有","","","","091800H22000454","341001"
"2200400","破砕ストップ","入庫済","2022/08/29","カワモト","ｷｬﾗﾊﾞﾝ","KG-CWGE25","CWGE25-002092","200303","ｼﾙﾊﾞｰ系","120000","熊本","100","さ","6772","有","有","有","有","有","無","","","","091800H22000400","340837"
